text,title
"有多少創傷卡在咽喉
有多少眼淚滴濕枕頭
有多少你覺得不能夠
被懂的痛 只能沉默有多少夜晚沒有盡頭
有多少的寂寞 無人訴說
有多少次的夢 還沒作 已成空等到黑夜翻面之後 會是新的白晝
等到海嘯退去之後 只是潮起潮落
別到最後你才發覺 心裡頭的野獸
還沒到最終就已經罷休心臟沒有那麼脆弱 總還會有執著
人生不會只有收穫 總難免有傷口
不要害怕生命中 不完美的角落
陽光在每個裂縫中散落就算一切重來又怎樣
讓你的心在我心上跳動
每個逐漸暗下來的夜 一起走過等到黑夜翻面之後 會是新的白晝
等到海嘯退去之後 只是潮起潮落
別到最後你才發覺 心裡頭的野獸
還沒到最終就已經罷休心臟沒有那麼脆弱 總還會有執著
人生不會只有收穫 總難免有傷口
不要害怕生命中 不完美的角落
陽光在每個裂縫中散落
不如就勇敢打破 生命中的裂縫
陽光就逐漸灑滿了其中Powered by ",Before Sunrise (裂縫中的陽光)
"就到這裡 我們不再有以後
一陣風 翻起回憶洶湧
深呼吸不敢讓痛楚洩露
想大方微笑假裝很灑脫
忍不住顫抖分開後 都別拼命去追究
是什麼錯 那麼錯 不堪回首
就讓你臨別前 揮一揮手
像送給我 最完美告別作
我只是觀眾忘了我 曾把你 擁在我心窩
忘了我 曾給你 擁有的所有
忘了我 曾是你的宇宙
不眠不休 無怨無尤
忘了我 多難過 多不能接受
忘了我 只要你好過 就足夠
忘了我 忘了我們的夢
當你想起我 我已不是我多年後 也許還能再重逢
你會送我 笑一抹 同樣溫柔
沒有誰放不開誰的手
我的遺憾 也不能是藉口
都已陌生了忘了我 曾把你 擁在我心窩
忘了我 曾給你 擁有的所有
忘了我 曾是你的宇宙
不眠不休 無怨無尤
忘了我 多難過 多不能接受
忘了我 只要你好過 就足夠
忘了我 忘了我們的夢
當你想起我 我已不是我我把徹夜的痛 痛成了自由
在沒有你的時空忘了我 曾把你 擁在我心窩
忘了我 曾給你 擁有的所有
忘了我 曾是你的宇宙
不眠不休 無怨無尤
忘了我 多難過 多不能接受
忘了我 只要你好過 就足夠
忘了我 忘了我們的夢
當你想起我 我已不是我忘了我 忘了我們的夢
當你想起我 我已不 是 我Powered by ",忘了我
"還沒走到最後 請別低著頭
沿途撿的夢是否 有些不安和迷惑
有些應該緊握 有些該放手
會隱隱作痛 走過 才是真實的自我別逃避我們以後要做的事情
多些幻想少一些 猶豫的途徑
路不該是疑問句 要比誰都清晰
時間從來不為誰暫停了前進
就像愛從來不曾會風平浪靜
未來就會揭謎底 命運捧在我手心還沒走到最後 請別低著頭
沿途撿的夢是否 有些不安和迷惑
有些應該緊握 有些該放手
會隱隱作痛 走過 才是真實的自我別逃避我們以後要做的事情
多些幻想少一些 猶豫的途徑
路不該是疑問句 要比誰都清晰
時間從來不為誰暫停了前進
就像愛從來不曾會風平浪靜
未來就會揭謎底 命運捧在我手心或許會不知所措 痛過才浮現彩虹
越純粹就越感動 我ㄧ抬頭 是最初的天空別逃避我們以後要做的事情
多些幻想少一些 猶豫的途徑
路不該是疑問句 要比誰都清晰
時間從來不為誰暫停了前進
就像愛從來不曾會風平浪靜
未來就會揭謎底 命運捧在我手心Powered by ",Future Tense (以後要做的事)
"好久不見 飛得好近 相隔好遠
如地平線 那麼清楚卻 遠在天邊
從前從前
轉眼今天我怎麼走怎麼還原
怎麼飛回那單純的世界
折好的飛機裡面
寫著從前怎麼找回那一天
固執地飛向那一個見面
劃過身邊
降落以前簡單一點 飛的方向 要清楚明確
原始一點 或許我們會 快樂一些
從前今天 OH~
直到永遠 OH~YA~怎麼走怎麼還原
我好想回到單純的世界
折好的飛機裡面
寫著永遠怎麼找回那一天
固執地停留在那一瞬間
待久一點
都沒改變怎麼走怎麼還原
怎麼飛回那單純的世界
折好的飛機裡面 寫著從前怎麼找回那一天
固執地飛向那一個見面
劃過身邊
降落以前
從前今天 oh~
直到 永遠Powered by ",Fly Back In Time (飛機)
"比情歌更動聽 當你聽到友人說
比感冒更流行 誰和誰的友人說
全世界都相信 但每一張嘴都說 不是我
全都不是我 千萬別告訴別人 喔喔喔
秘密只說給你聽 勾勾手
有人說 對或錯誰的曖昧又對號入座 yeah~
一句問候就被想太多 yeah~
順道變成 溫馨的接送
禮貌被當成溫柔
就這樣傳遍了耳朵比情歌更動聽 當你聽到友人說
比感冒更流行 誰和誰的友人說
全世界都相信 但每一張嘴都說 不是我
全都不是我 千萬別告訴別人 喔喔喔
秘密只說給你聽 勾勾手
有人說 對或錯什麼時候有這個朋友 Hello~
和你分享虛擬的傳說 OH~HEY~你說他說誰說 說太多我看不懂
好像撲朔迷離的小說 oh
其實歷史課本都說 戰爭都是對方的錯 對或錯比情歌更動聽 當你聽到友人說
比感冒更流行 誰和誰的友人說
全世界都相信 但每一張嘴都說 不是我 (不是我 不是我)
全都不是我 千萬別告訴別人 喔喔喔
秘密只說給你聽 勾勾手 (勾勾手)
有人說 (有人說) 對或錯比情歌更動聽 當你聽到友人說
比感冒更流行 OH~YA~
全世界都相信 但每一張嘴都說 不是我
全都不是我 千萬別告訴別人 喔喔喔
秘密只說給你聽 勾勾手
有人說 都怪我你說他說誰說 他說你說我說
我說他說她說 他說你說我說
我說他說誰說 誰說你說我說
管他誰說的 聽我們的 YA~Powered by ",Somebody (友人說)
"不同 是和誰不同 燃燒 都是那份光榮
衝動 只要別失控 (心跳撲通 愛恨有輕重)不懂 不期望你懂 英雄 值得什麼歌頌
戰鬥 本能的一種 (生死 從容)忠於選擇 扮演我的角 色
不斷和命運 拉扯 和夢 交涉我照著我的方向逆著光 還要闖破幾道城牆
我抱緊我的想像和希望 就算負了傷也絕對不放寂寞需要偽裝 在冷酷的戰場
我只要能堅強 就有全世界的力量不懂 不期望你懂 英雄 值得什麼歌頌
戰鬥 本能的一種 (生死 從容)忠於選擇 扮演我的角 色
不斷和命運 拉扯 和夢 交涉我照著我的方向逆著光 還要闖破幾道城牆
我抱緊我的想像和希望 就算負了傷也絕對不放寂寞需要偽裝 在冷酷的戰場
我只要能堅強 就有全世界的力量我照著我的方向逆著光 還要闖破幾道城牆
我抱緊我的想像和希望 就算負了傷也絕對不放寂寞需要偽裝 在冷酷的戰場
我只要能堅強 就有全世界的力量 我信仰我照著我的方向逆著光 還要闖破幾道城牆
我抱緊我的想像和希望 就算負了傷也絕對不放寂寞需要偽裝 在冷酷的戰場
我只要能堅強 就有全世界的力量
我信仰",光荣角色
"狹小的廚房 擁擠的沙發
竟然能在你走後 變這麼空蕩夢被劫去的每個晚上 心智在往事裡面流浪
情緒太慢我跟黑夜講話 可是沒有誰安慰回答否認不了I miss you
十秒的衝動讓幸福開頭
但最後的衝動 讓感情遠走 被回憶淹沒忙碌的背後 失神的迷惘
窗外的一朵浮雲 迷失了方向對於愛情有著太多想像 才會怪對方讓人失望否認不了I miss you
十秒的衝動讓幸福開頭
但最後的衝動 讓感情遠走 被回憶淹沒愛恨常常為了同樣一個理由
熱戀時候喜歡親濃 不愛了就嫌沈重抵抗不了I miss you
最初的衝動會召喚笑容
但最後的衝動 無法再回頭 只剩下疼痛Powered by ",10 Seconds Of Insane Bravery (十秒的衝動)
"想 想對你說 說些什麼 讓你好過
怕 怕對你說 說了什麼 觸碰傷口
你說 一定是你的錯 所以他要 離你遠走我 眼中的你 年華美麗 盛開如詩
嘿 別害怕去 去喜歡你 你的樣子
我說 別讓別人的錯 懲罰自己 反覆嚼痛一生之中 那未知的曲折和寂寞
讓人膽怯 讓人折磨
時光的手 將未知的過程換來結果
會讓痛苦篩過生活 快樂過傷心過 不用遺忘 不用閃躲
一生之中 那未知的曲折和寂寞
讓人膽怯 讓人折磨
時光的手 將未知的過程換來結果
會讓痛苦篩過一生之中 那未知的幸福和富有
別怕期待 別怕擁有
用自己的手 將未知的過程換來結果
終有值得 緊握愛 看似容易 若無勇氣 終將褪去
恨 看似堅硬 若你願意 我陪你過去 過去Powered by ",想对你说
"I am what I am
我永远都爱这样的我
快乐是快乐的方式不只一种
最荣幸是谁都是造物者的光荣
不用闪躲 为我喜欢的生活而活
不用粉墨 就站在光明的角落
我就是我是颜色不一样的烟火
天空海阔 要做最坚强的泡沫
我喜欢我 让蔷薇开出一种结果
孤独的沙漠里 一样盛放的赤裸裸
多么高兴在琉璃屋中快乐生活
对世界说甚么是光明和磊落我就是我是颜色不一样的烟火
天空海阔 要做最坚强的泡沫
我喜欢我 让蔷薇开出一种结果
孤独的沙漠里 一样盛放的赤裸裸",I am 我 (cover)
                  Powered by ,Hot (Mandarin version)
                        ,Handwritten Past (手寫的從前）
"啷个哩个啷-鹏泊
作词：鹏泊作曲：鹏泊
一个人慢慢地向前走
不去理那些双人狗
耳朵里塞着音乐不回头
舌根子留在背后
你说你从来都不能够
简简单单地想清楚
地球有几十亿猿猴
越进化却越孤独
风中突然传来谁的歌
让人想要跟着一起唱
上一句下一句都不会
只会这一句
啷个哩个啷啷
当你偷偷地想我mmm
爱上你的寂寞
也曾偷偷地恋着一个我
我猜你比我还要懂得什么是快乐
等待的时候也要随时乐
面子它就像一只大气球
看上去强壮却娇羞
手轻轻一碰它就哭
噗噗噗噗噗
你讨厌被称作单身狗
只想做一头白犀牛
守卫着神圣的孤独
心有灵犀的人总会重逢
风中突然传来谁的歌
让人想要跟着一起唱
上一句下一句都不会
只会这一句
啷个哩个啷啷
当你偷偷地想我mmm
爱上你的寂寞
也曾偷偷地恋着一个我
我猜你比我还要懂得什么是快乐
等待的时候也要随时乐
啷个哩个啷啷
当你偷偷地想我mmm
爱上你的寂寞
也曾偷偷地恋着一个我
我猜你比我还要懂得什么是快乐
等待的时候也要随时乐
快来啷个哩个
啷个哩个啷个哩个啷个哩个啷嘿
啷个哩个啷个哩个啷个哩个啷
啷个哩个啷啷个哩个啷
啷个哩个啷个哩个啷啷啷
啷个哩个啷个哩个啷个哩个啷嘿
啷个哩个啷个哩个啷个哩个啷
啷个哩个啷啷个哩个啷
啷个哩个啷个哩个啷
啷啷啷啷啷啷啷
啷个哩个啷啷个哩个啷
啷个哩个啷个哩个
啷个哩个啷个哩个啷Powered by ",啷个哩个啷
"我唱得不够动人你别皱眉
I might didn’t sing well but don’t wrinkle
我愿意和你约定至死
I could make a promise with you until I die
我只想嬉戏唱游到下世纪
I just want to play with you in this life
请你别嫌我将这煽情奉献给你
Please don’t mind that I given every feeling to you还能凭什么
What can I do?　
拥抱若未令你兴奋
If you couldn’t feel the happiness when I hugged you
便宜地唱出
Singing might be very cheap
写在情歌的性感
But the lyrics were written with feelings
还能凭什么
What can I do?　
要是爱不可感动人
If my love couldn’t make you feel touched
俗套的歌词
Written all those clinched lyrics　
煽动你恻忍
Just to make you feel谁人又相信一世一生这肤浅对白
Who would believe such a shallow dialogue like ‘forever’?
来吧送给你叫几百万人流泪过的歌
All I could give you was a song to make millions of people cried
如从未听过誓言如幸福摩天轮
As if never heard a vow like happy Farris Wheel
才令我因你要呼天叫地爱爱爱爱那么多
That makes me screamed for more love将我漫天心血一一抛到银河
Throw all my work into the endless galaxy
谁是垃圾　
Who is rubbish?
谁不舍我难过　
Who don’t want me to be sad?
分一丁目赠我
Give me some of them我唱出心里话时眼泪会流
Whenever I sang those words from the bottom of my heart, I will cried
要是怕难过抱住我手
If you were worried to be sad then come hold my hand
我只得千语万言放在你心
I only got millions of words to put in your heart
比渴望地老天荒更简单未算罕有
This wish was simpler than living together for out whole life谁人又相信一世一生这肤浅对白
Who would believe such a shallow dialogue like ‘forever’?
来吧送给你叫几百万人流泪过的歌
All I could give you was a song to make millions of people cried
如从未听过誓言如幸福摩天轮
As if never heard a vow like happy Farris Wheel
才令我因你要呼天叫地爱爱爱爱那么多
That makes me screamed for more love给你用力作二十首不舍不弃
I work hard to write 20 songs of ‘Never let it go’ to you
还附送你爱得过火
Came along with the ‘love too much’
给你卖力唱二十首真心真意
I give my best effort to sing 20 songs of ‘sincere heart’ for you
米高峰都因我动容
Even the microphone could feel me　
无人及我
No one could match me
你怎么竟然说K歌之王　
How you said the king of karaoke
是我
Is me我只想跟你未来浸在爱河
I just want to emerge with you in the river of love
而你那呵欠绝得不能绝
However your yawn was too cruel　
绝到溶掉我
Even melted me awayPowered by ",K歌之王
"不要著灯　能否先跟我　摸黑吻一吻
Don’t turn on the light, could you kiss me first with the lights off
如果我　露出了真身　可会被抱紧
If I somehow showed my true identity, will I be hugged tightly?
惊破坏气氛　谁都不知我　心底有多暗
Afraid of breaking the atmosphere, who will know how dark my heart was?
如本性　是这么低等　怎跟你相衬
If my identity was that inferior, how could I match you?情人如若很好奇　要有被我吓怕的准备
If lover were so curious about me, need to be ready to get scared by me
试问谁可　洁白无比
Who will be so clean in their life?如何承受这好奇　答案大概似剃刀锋利
How to handle the curious? The answer probably as sharp as a razor
愿赤裸相对时　能够不伤你
Hope I could face you clearly without hurting you当你未放心　或者先不要　走得这么近
If you were not sure, maybe keep our distance first
如果我　露出斑点满身　可马上转身
If I showed all my cuts, you could turn around instantly
早这样降生　如基因可以　分解再装嵌
I was born like this, if the DNA could tear me apart and put it back together
重组我　什么都不要紧　假使你兴奋
Regroup me; I don’t care how you regroup as long as you happy about it情人如若很好奇　要有被我吓怕的准备
If lover were so curious about me, need to be ready to get scared by me
试问谁可　洁白无比
Who will be so clean in their life?如何承受这好奇　答案大概似剃刀锋利
How to handle the curious? The answer probably as sharp as a razor
但你知一个人　谁没有隐秘
But you know all people got their own secrets
几双手　几双腿　方会令你喜欢我　顺利无阻
How many hands and legs I need to have before you like me? Wish I could have that reason
你爱我　别管我　几双耳朵　共我放心探戈
If you love me then don’t care about how many ears I got, search the future with me情人如若很好奇　要有被我吓怕的准备
If lover were so curious about me, need to be ready to get scared by me
试问谁可　洁白无比
Who will be so clean in their life?如何承受这好奇　你有没有爱我的准备
How to handle this curious? Are you ready to love me?
若你喜欢怪人　其实我很美
If you like freaks, I am actually beautifulPowered by ",打回原形
"昨天我在你的房间
看见一个春天的画面
阳光撒在你微笑的脸上
一滴泪静静挂在你的眼角你微笑点燃我的微笑
就好像一切从未发生
那些蜿蜒的分明是泪水
我不去猜是欢喜是伤悲突然间我感到如此快乐的心酸
付出所有只为找寻我的梦
突然间我感到如此狂喜的悲哀
拥有一切也不过就这样笑着哭生命也像一次云游
坎坷也是一种收获
伤痛就像一次放声歌唱
唱什么有谁能够明了经过那些变幻的岁月
经过那些屈辱和荣耀
你看着这个繁华世界
面带微笑地轻声哭泣突然间我感到如此快乐的心酸
付出所有只为找寻我的梦
突然间我感到如此狂喜的悲哀
拥有一切也不过就这样笑着哭突然间我明白泪水映出的岁月
付出所有只为找寻你的梦
突然间我明白微笑掩藏的悲哀
沧桑经过也不过就这样笑着哭
拥有一切也不过就这样笑着哭Powered by ",笑着哭 (Xiao Zhe Ku)
"從前平凡像浪與沙 每日來又去
我的天空永沒彩虹 期待快樂吹送
完全憑著你夏日笑聲 開滿了天空
靦腆的海也動容
心不懂操控
熱愛中 無定格內容 你似失蹤
眼 不敢相信
在你擁抱中
地殼天空正在轉動
旋轉樂園是你眼眸 凝望你開心似龍捲風
藍天白雲是你千秋 快要跌出這宇宙
一起乘坐夢幻吊車 散步云外去
你的足跡滿是彩虹（隨著你漸失重）
七彩繽紛說話笑聲 堆滿雪糕筒
甜甜的心正在溶
旋轉樂園是你眼眸 凝望你開心似龍捲風
藍天白雲是你千秋 快要跌出這宇宙
旋轉樂園是你眼眸 凝望你開心似龍捲風
藍天白雲是你千秋 快要跌出這宇宙
甜蜜的樂園
熱愛中 如無定向的風
永久的樂園沒有秋與冬
盼於心中永遠轉動",旋轉樂園
"              Submitter's comments:I wrote the pinyin by character and as it is sung. If you want me to add the actual tones, let me know!Powered by ",Ai (爱)
"听见你微弱的呼吸
看着你无助的表情/
我不再感觉世界有多美丽
当我靠近你我不能紧紧抱着你
那真正洁白的身体
比起你我更肮脏不已
当我靠近你睁开早已不会流泪的眼睛
凝视这个完全陌生的自己
一切怎么变得如此的滑稽
当我靠近你 当我靠近你Powered by ",当我靠近你
"总是害怕你记忆中的出现
过梦境一遍
怎麽又是你的脸
时间和永远只是人的假设
无星天空并没有区隔如果　下瞬间　转身离别
回头　你消失如一溜烟
走到了末路 必然的无助
想逃也逃不出把我的记忆洗净
把你欠我的还清
就算明天见世界的毁灭
台风过後又平静
看我从容我冷静
看我不回头的背影
就算明天见世界的毁灭
我会化为自由的幽灵幻梦的旷野 烈日满天流泻
现实的曲解
就让我释放一些
走过的吊桥　看它不绝如缕
危若朝露　终结的仓促如果　下瞬间　天崩地裂
回头　看见宇宙的覆灭
会不会感到必然的无助
想逃也逃不出把我的记忆洗净
把你欠我的还清
就算明天见世界的毁灭
台风过後又平静
看我从容我冷静
看我不回头的背影
就算明天见世界的毁灭
我会化为自由的幽灵一听雷鸣的回响弥漫天空
一看山顶下浪花的汹涌
我就开始了悟　不再无助　放空
世界上最珍贵的就是存在
是要学会开始　学会离开
而你　你活该把我的记忆洗净
把你欠我的还清
就算明天见世界的毁灭
台风过後又平静
看我从容我冷静
看我不回头的背影
就算明天见世界的毁灭
我会化为自由的幽灵",不回头
"千噸壓仰 定要炸開
空虛壓逼 沒法去忍耐
驅走昨天 慕要變改
只因我心 被你再傷害
當天的心 多麼天真
空虛孤單 一等再等
在臉龐淚印 無人再慰問
這冰冷的心 誰人會接近
柔情盡變冷漠 濃情換上憎恨
但是我的愛不變更
在臉龐淚印 全憑你送贈
這失意的心 曾嘗試放任
然而面對困惑 完全沒法選擇
事實我的心總要等
只想你認真
傷心記憶 夢裡壓逼
不想強忍 倦厭了孤寂
穿起舞衣 畫上化妝
高速快車 夜裡去闖蕩
街中低溫 風中飛奔
可惜傷心 傷得更深
懷緬當天 一臉柔情
今天竟變心 多麼的冷感
回到這街 輕抹淚痕
始終想再等Powered by ",不羈戀人
"男：
感受停在我发端的指尖
如何瞬间冻结时间
女：
记住望着我坚定的双眼
也许已经没有明天啊~合：
缘分让我们相遇乱世以外
命运却要我们危难中相爱
也许未来遥远在光年之外
我愿守候未知里为你等待
我没想到啊~男：
一双围在我胸口的臂弯
足够抵挡天旋地转
女：
一种执迷不放手的倔强
足以点燃所有希望
合：
缘分让我们相遇乱世以外
命运却要我们危难中相爱
也许未来遥远在光年之外
男：
我愿守候未知里为你等待
我没想到
女：
为了你我能疯狂到
男：
山崩海啸
女：
没有你根本不想逃
男：
我的大脑
女：
没有你根本不想逃
男：
脉搏心跳
女：
没有你根本不重要
我没想到
我没想到啊~男：
缘分让我们相遇乱世以外
命运却要我们危难中相爱
也许未来遥远在光年之外
我愿守候未知里为你等待
我没想到为了你我能疯狂到
山崩海啸没有你根本不想逃
我的大脑为了你已经疯狂到
脉搏心跳没有你根本不重要
也许航道以外是醒不来的梦
乱世以外是纯粹的相遇相拥
危难中相爱
我没想到 啊~
我没想到 啊~哦~女：
记住望着我坚定的双眼
合：
也许已经没有明天",LIGHT YEARS AWAY 光年之外 (cover)
"我一个人站在放眼无际的荒原
看着地的尽头天的边缘看不见
我一个人等待经过无限的时间
感觉所有回忆旋转围绕我身边
看太行历风霜我孤勇前进
万古腔任我唱
梦一样的自由杯也从容歌也从容
转身矗立山峰的时候
Say it's a new world
It's a new world杯也从容歌也从容
转身矗立山峰的时候
Say it's a new world我一个人站在放眼无际的荒原
看着地的尽头天的边缘看不见
我一个人等待经过无限的时间
感觉所有回忆旋转围绕我身边
时空长星夜凉我不畏高飞
天尽头问苍茫
风一样的自由醉也从容我也从容
转身矗立山峰的时候
Say it's a new world
It's a new world醉也从容我也从容
转身矗立山峰的时候
Say it's a new worldHo-hi-yian ho-hi-yian
Ho-hi-yian new world
Ho-hi-yian ho-hi-yian
Ho-hi-yian new world
Ho-hi-yian ho-hi-yian
Ho-hi-yian new world
Ho-hi-yian ho-hi-yian
Ho-hi-yian new world杯也从容歌也从容
转身矗立山峰的时候
Say it's a new world
It's a new world杯也从容歌也从容
转身矗立山峰的时候
Say it's a new worldTonight we are young
Tonight we are young
It's a new world
Tonight we are young
Tonight we are young
It's a new world",SHOUT 呐喊 (cover)
"除了阳光没有什么可以笼罩世界
除了雨没有什么可以画出彩虹
除了雪没有什么可以洁白大地
除了风没有什么可以吹动树叶你有没有看到自己眼中的绝望
你有没有听见痛彻心肺的哭声
你有没有感到心如花朵般枯萎
你有没有体验到生命有多无可奈何除了你没有什么可以让我眷恋
除了悲伤没有什么可以值得忘却
除了宽容没有什么可以让你释怀
除了爱没有什么可以改变生命你有没有看见手上那条单纯的命运线
你有没有听见自己被抛弃后的呼喊
你有没有感到也许永远只能视而不见
你有没有扔过一枚硬币选择正反面Powered by ",硬币 (Ying Bi)
"愿望树下的玻璃瓶
埋藏我多少的曾经
多少孤独的深夜
多少眼泪沾湿
我闭不上的眼睛
打开我的玻璃瓶
让你翻开我曾经
虽然当我还没遇见你
曾经被谁伤了我的心
至少现在 我拥有你（我和你） 一人一支翅膀相拥就能飞翔
（以后每） 一分一秒我都拥有你在身旁
（而我的） 一呼一吸都想着你
不能三言两语讲清晰
反正一哭一笑都因为你
我的一字一句不必怀疑
没有了你 雨答滴答滴
没有了你 风也在叹息
没有了你 世界再美我始终如一
直到我终于遇见了你
你让我生命有了意义
落叶或雪迹也都美丽
你是我的奇迹我伸手对自己的倒影
努力画上一点笑意
可是无论笑得多用力
还遮不住眼泪的痕迹
直到现在 我拥有了你Powered by ",奇迹
                              ,Nunchunks (双节棍) [Cover]
"我们的身份到底多尊贵
是否该享有永远的地位
无休无止的索取再索取
我看到她的生命已耗尽教科书里面美丽的图文
象征着不堪一击的权威
孩子们热衷于靡靡之音
因为表面的永远不是内心是谁 看到这一切 是谁
是谁 制造这一切 是谁
哪天才能等到你的回答为什么总是睁不开眼睛
为什么总是不敢深呼吸
为什么总是那么的拥挤
这一切早就没那么神秘教科书里面美丽的图文
象征着不堪一击的权威
孩子们热衷于靡靡之音
因为表面的永远不是内心是谁 看到这一切 是谁
是谁 制造这一切 是谁
哪天才能等到你的回答教科书里面美丽的图文
象征着不堪一击的权威
孩子们热衷于靡靡之音
因为表面的永远不是内心是谁 看到这一切 是谁
是谁 制造这一切 是谁
哪天才能等到你的回答",家园 (Jia Yuan)
"春風到人間花開透
　　幽香四溢百花滿月樓
　　秀麗百花相伴絲絲柳
　　無窮春光實難求
　　春光過後會再回頭
　　知心愛伴世間最難求
　　你莫要等花落心酸透
　　要趁春花開錦繡
　　莫要等，莫要等
　莫要等飄雪時候
　　並蒂花，知心友
　　心事你可知道否
　　枝枝愛情花已並頭
　　絲絲愛念寄花滿月樓
　　愛慕美景心事輕輕透
　　祈求知心心相扣",鮮花滿月樓
"人海之中
找到了你
一切变了有情义
从今心中就找到了美
找到了痴爱所依
人生匆匆
心内有爱
一世有了意义
万水千山
此生有人
相携又相依
同声同气
无分彼此
用尽爱与我痴
与你生死相依
情痴心痴
真意爱意
此生也永无异
共闯刀山不会迟
英雄侠义
同声同气
无分彼此
用尽爱与我痴
与你生死相依
情痴心痴
真意爱意
此生也永无异
共闯刀山不会迟
英雄侠义
射雕英姿
青史永留
英雄侠义Powered by ",一生有意义
"(女)想讲不要走 偏偏好胜说我那在乎
面对世界我洒脱 一点不似太辛苦
但在漫漫长夜里 摘下面具便重因你再心碎
我所有眼泪都彷佛因你而狂呼(男)原来自远走 我方知道对你在乎
原能留住你心 我却高傲不顾
现在夜夜唯後悔 但是现在像迟了一辈
我一句再会 竟会有无穷痛苦(男)从不喜欢孤单一个
(女)可惜偏偏孤独一个
(合)我不懂得跟我 独自对坐
原来没有你 做人相当痛楚
(男)从不喜欢孤单一个
(女)可惜偏偏孤独一个
(合)你有否想起我 若是再遇
求让我悔过 可不可再恋过(女)多想讲你知 根本对你我最在乎
愿说对不起 只可惜你已不顾
(男)现在夜夜唯後悔 但是现在像迟了一辈
我一句再会 竟会有无穷痛苦(男)当分开辗转翻侧思念更加多
分开方知清楚 我永不懂去再爱另一个
(女)从来没这般清楚
(男)从不喜欢孤单一个
(女)可惜偏偏孤单一个
(合)我不懂得跟我 独自对坐
原来没有你 做人相当痛楚
(男)从不喜欢孤单一个
(女)可惜偏偏孤单一个
(合)你有否想起我 若是再遇
求让我悔过 可不可再恋过",从不喜欢孤单一个
"此刻我站在我们世界的废墟里
思考着那黄金般的回忆之殇
我想我已经能够放下了
当这春意缓缓驶入深秋可是亲爱的 今夜你在哪里
千吻如风轻拂着远山
此刻我有些疲惫有些难过
亲爱的 今夜你在哪里那淡蓝色的港湾沉睡在薄雾里
码头旁的汽笛像吉普赛夜曲
我猜我已经可以忘却了
当这冬夜慢慢渗入黎明可是亲爱的 今夜你在哪里
往事如雨浸润着松林
现在我有些疲惫有些彷徨
亲爱的 今夜你在哪里/可是亲爱的 今夜你在哪里
誓言如雪飘落在路上
此刻我有些疲惫有些难过
亲爱的 今夜你在哪里
我有些恍惚有些醉意
亲爱的 今夜你在哪里
亲爱的 今夜你在哪里",亲爱的，今夜你在哪里
"靜默滄桑的月 爬過漫長的夜
又是綿綿細雨飄落得太肆意
沁濕那些記憶一朵綻放中的紅薔薇
片片花瓣佈滿晶瑩淚水
愛是那麼絕對 沒有一絲後悔
一朵人海中的紅薔薇
體會夢的曲折百轉千回
無所畏 勇敢綻放有多美道別離的傷悲 再相聚難面對
牽絆的總受罪 往事怎麼回味
埋葬好過崩潰一朵綻放中的紅薔薇
片片花瓣佈滿晶瑩淚水
愛是那麼絕對 沒有一絲後悔
一朵人海中的紅薔薇
體會夢的曲折百轉千回
無所畏 勇敢綻放有多美一朵綻放中的紅薔薇
片片花瓣佈滿晶瑩淚水
愛是那麼絕對 沒有一絲後悔
一朵人海中的紅薔薇
這條路多曲折百轉千回
無所畏 勇敢綻放有多美
風不吹 或許知道我心碎Powered by ",紅薔薇
"[Hook: MaSiWei]
I ain't 50, I don't have 21 questions
我只想和你在沙滩散步享受vacation
加州的天气 是否像你的笑容般甜蜜
我带上面具 假装你不在我一样开心
暴风雨来临 电闪又雷鸣 争强好胜的我可惜这一局没赢
暴风雨来临 电闪又雷鸣 对你的爱就像雨下了一夜未停[Verse: MaSiWei]
You're so sweet 不同颜色的糖 不同水果味
You are purple, yellow, pink, blue, orange or green
I don't wanna be your friend
不能只是be your friend
当你感到困惑时 我说让月亮去作证
什么事都不做 和你躺着all day
你是天使 你是公主 是偷心的魔鬼
我在高速行驶的列车上快要脱轨
爱你使我失去理智冲下悬崖坠毁
突然 乌云 风暴 覆盖了所有通道
我没有带伞 也没有收看天气预报
Paris, Tokyo 你定了哪张机票
我漫无目的散步在没有人的街道
就让[Bridge]
暴风雨来临 电闪又雷鸣 争强好胜的我可惜这一局没赢
暴风雨来临 电闪又雷鸣 对你的爱就像雨下了一夜未停
I don't want nobody else but you
I can't have nobody else but you, girl[Hook: MaSiWei]
I ain't 50, I don't have 21 questions
我只想和你在沙滩散步享受vacation
加州的天气 是否像你的笑容般甜蜜
我带上面具 假装你不在我一样开心
暴风雨来临 电闪又雷鸣 争强好胜的我可惜这一局没赢
暴风雨来临 电闪又雷鸣 对你的爱就像雨下了一夜未停",Storm
